State_ab,county,Labor Force,Employed,Unemployed,Unemployment Rate (%)
TX,Parker,69069,65054,4015,5.80
TX,Parmer,4814,4691,123,2.60
TX,Pecos,6361,5836,525,8.30
TX,Polk,18230,16625,1605,8.80
TX,Potter,52804,49882,2922,5.50
TX,Presidio,3175,2704,471,14.80
TX,Rains,5954,5674,280,4.70
TX,Randall,72526,69298,3228,4.50
TX,Reagan,1790,1615,175,9.80
TX,Real,1075,1005,70,6.50
TX,Red River,5069,4746,323,6.40
TX,Reeves,8740,8112,628,7.20
TX,Refugio,3022,2773,249,8.20
TX,Roberts,399,381,18,4.50
TX,Robertson,7257,6791,466,6.40
TX,Rockwall,54262,51050,3212,5.90
TX,Runnels,4495,4274,221,4.90
TX,Rusk,21800,20199,1601,7.30
TX,Sabine,3871,3452,419,10.80
TX,San Augustine,2999,2711,288,9.60
TX,San Jacinto,11529,10594,935,8.10
TX,San Patricio,29203,26222,2981,10.20
TX,San Saba,2174,2062,112,5.20
TX,Schleicher,1201,1118,83,6.90
TX,Scurry,6169,5661,508,8.20
TX,Shackelford,1763,1670,93,5.30
TX,Shelby,11138,10377,761,6.80
TX,Sherman,1295,1255,40,3.10
TX,Smith,107502,100209,7293,6.80
TX,Somervell,4240,3963,277,6.50
TX,Starr,25912,21375,4537,17.50
TX,Stephens,3995,3752,243,6.10
TX,Sterling,555,519,36,6.50
TX,Stonewall,568,539,29,5.10
TX,Sutton,1204,1085,119,9.90
TX,Swisher,2499,2369,130,5.20
TX,Tarrant,1070120,991029,79091,7.40
TX,Taylor,65565,61986,3579,5.50
TX,Terrell,377,360,17,4.50
TX,Terry,4771,4422,349,7.30
TX,Throckmorton,633,603,30,4.70
TX,Titus,13153,12268,885,6.70
TX,Tom Green,53310,49931,3379,6.30
TX,Travis,730591,684165,46426,6.40
TX,Trinity,5264,4836,428,8.10
TX,Tyler,7296,6575,721,9.90
TX,Upshur,17379,16041,1338,7.70
TX,Upton,1799,1696,103,5.70
TX,Uvalde,11208,10488,720,6.40
TX,Val Verde,21356,19576,1780,8.30
TX,Van Zandt,25874,24284,1590,6.10
TX,Victoria,40595,37217,3378,8.30
TX,Walker,23861,22148,1713,7.20
TX,Waller,24252,22406,1846,7.60
TX,Ward,6111,5532,579,9.50
TX,Washington,15102,14249,853,5.60
TX,Webb,115186,105441,9745,8.50
TX,Wharton,21161,19724,1437,6.80
TX,Wheeler,2174,2042,132,6.10
TX,Wichita,55057,51404,3653,6.60
TX,Wilbarger,4869,4584,285,5.90
TX,Willacy,6550,5766,784,12.00
TX,Williamson,321374,302663,18711,5.80
TX,Wilson,24248,22860,1388,5.70
TX,Winkler,3941,3569,372,9.40
TX,Wise,31929,29841,2088,6.50
TX,Wood,17724,16551,1173,6.60
TX,Yoakum,3484,3066,418,12.00
TX,Young,7686,7280,406,5.30
TX,Zapata,4640,4072,568,12.20
TX,Zavala,3370,2889,481,14.30
UT,Beaver,2838,2724,114,4.00
UT,Box Elder,26641,25470,1171,4.40
UT,Cache,65906,63958,1948,3.00
UT,Carbon,8600,8146,454,5.30
UT,Daggett,412,393,19,4.60
UT,Davis,176223,168939,7284,4.10
UT,Duchesne,7829,7218,611,7.80
UT,Emery,4404,4193,211,4.80
UT,Garfield,2654,2379,275,10.40
UT,Grand,6242,5647,595,9.50
UT,Iron,25272,24126,1146,4.50
UT,Juab,5847,5671,176,3.00
UT,Kane,3876,3669,207,5.30
UT,Millard,6029,5833,196,3.30
UT,Morgan,5664,5473,191,3.40
UT,Piute,481,451,30,6.20
UT,Rich,1164,1123,41,3.50
UT,Salt Lake,643461,610521,32940,5.10
UT,San Juan,5492,4928,564,10.30
UT,Sanpete,12759,12275,484,3.80
UT,Sevier,9901,9477,424,4.30
UT,Summit,24610,22837,1773,7.20
UT,Tooele,36054,34351,1703,4.70
UT,Uintah,13462,12212,1250,9.30
UT,Utah,316642,304605,12037,3.80
UT,Wasatch,16460,15398,1062,6.50
UT,Washington,80053,75746,4307,5.40
UT,Wayne,1449,1338,111,7.70
UT,Weber,130007,123701,6306,4.90
VT,Addison,20531,19588,943,4.60
VT,Bennington,17735,16580,1155,6.50
VT,Caledonia,14571,13698,873,6.00
VT,Chittenden,96193,91705,4488,4.70
VT,Essex,2714,2507,207,7.60
VT,Franklin,27373,25978,1395,5.10
VT,Grand Isle,4085,3847,238,5.80
VT,Lamoille,13914,12838,1076,7.70
VT,Orange,15890,15054,836,5.30
VT,Orleans,13118,12105,1013,7.70
VT,Rutland,30306,28274,2032,6.70
VT,Washington,34017,32354,1663,4.90
VT,Windham,21680,20239,1441,6.60
VT,Windsor,29011,27312,1699,5.90
VA,Accomack,16025,14987,1038,6.50
VA,Albemarle,56485,53473,3012,5.30
VA,Alleghany,6810,6367,443,6.50
VA,Amelia,6132,5777,355,5.80
VA,Amherst,14763,13944,819,5.50
VA,Appomattox,7121,6713,408,5.70
VA,Arlington,152550,145804,6746,4.40
VA,Augusta,37173,35471,1702,4.60
VA,Bath,2309,2080,229,9.90
VA,Bedford,38220,36284,1936,5.10
VA,Bland,2811,2653,158,5.60
VA,Botetourt,17321,16543,778,4.50
VA,Brunswick,5951,5481,470,7.90
VA,Buchanan,6430,5823,607,9.40
VA,Buckingham,6326,5863,463,7.30
VA,Campbell,25759,24261,1498,5.80
VA,Caroline,15029,14024,1005,6.70
VA,Carroll,13195,12116,1079,8.20
VA,Charles City,3534,3300,234,6.60
VA,Charlotte,5113,4830,283,5.50
VA,Chesterfield,188369,177388,10981,5.80
VA,Clarke,7479,7138,341,4.60
VA,Craig,2273,2157,116,5.10
VA,Culpeper,24876,23655,1221,4.90
VA,Cumberland,4603,4325,278,6.00
VA,Dickenson,4747,4372,375,7.90
VA,Dinwiddie,13469,12615,854,6.30
VA,Essex,5488,5109,379,6.90
VA,Fairfax,627997,591622,36375,5.80
VA,Fauquier,36777,35058,1719,4.70
VA,Floyd,8144,7735,409,5.00
VA,Fluvanna,13805,13083,722,5.20
VA,Franklin,26146,24731,1415,5.40
VA,Frederick,49464,47189,2275,4.60
VA,Giles,7788,7304,484,6.20
VA,Gloucester,19302,18257,1045,5.40
VA,Goochland,11426,10880,546,4.80
VA,Grayson,8022,7563,459,5.70
VA,Greene,10361,9824,537,5.20
VA,Greensville,4258,3975,283,6.60
VA,Halifax,15176,14114,1062,7.00
VA,Hanover,58056,55260,2796,4.80
VA,Henrico,181386,169700,11686,6.40
VA,Henry,23761,21957,1804,7.60
VA,Highland,1233,1187,46,3.70
VA,Isle of Wight,19391,18417,974,5.00
VA,James City,37050,34511,2539,6.90
VA,King and Queen,3878,3682,196,5.10
VA,King George,13882,13263,619,4.50
VA,King William,9297,8804,493,5.30
VA,Lancaster,5360,4971,389,7.30
VA,Lee,8301,7772,529,6.40
VA,Loudoun,227250,215250,12000,5.30
VA,Louisa,20011,18973,1038,5.20
VA,Lunenburg,5254,4979,275,5.20
VA,Madison,7336,7058,278,3.80
VA,Mathews,4019,3821,198,4.90
VA,Mecklenburg,12674,11818,856,6.80
VA,Middlesex,5154,4893,261,5.10
VA,Montgomery,49092,46761,2331,4.70
VA,Nelson,7229,6822,407,5.60
VA,New Kent,12767,12190,577,4.50
VA,Northampton,5418,4998,420,7.80
VA,Northumberland,5663,5304,359,6.30
VA,Nottoway,7204,6841,363,5.00
VA,Orange,17148,16186,962,5.60
VA,Page,12022,11143,879,7.30
VA,Patrick,7236,6743,493,6.80
VA,Pittsylvania,29972,28049,1923,6.40
VA,Powhatan,14172,13491,681,4.80
VA,Prince Edward,10144,9494,650,6.40
VA,Prince George,14981,14016,965,6.40
VA,Prince William,247678,231644,16034,6.50
VA,Pulaski,16208,14938,1270,7.80
VA,Rappahannock,3626,3461,165,4.60
VA,Richmond,4040,3844,196,4.90
VA,Roanoke,49086,46600,2486,5.10
VA,Rockbridge,10438,9866,572,5.50
VA,Rockingham,41777,39820,1957,4.70
VA,Russell,11193,10453,740,6.60
VA,Scott,9003,8522,481,5.30
VA,Shenandoah,22175,21008,1167,5.30
VA,Smyth,13425,12562,863,6.40
VA,Southampton,9094,8649,445,4.90
VA,Spotsylvania,68029,63987,4042,5.90
VA,Stafford,73839,69723,4116,5.60
VA,Surry,3603,3398,205,5.70
VA,Sussex,3689,3373,316,8.60
VA,Tazewell,15510,14328,1182,7.60
VA,Warren,20346,19165,1181,5.80
VA,Washington,25974,24474,1500,5.80
VA,Westmoreland,9527,8972,555,5.80
VA,Wise,13125,12138,987,7.50
VA,Wythe,13859,12790,1069,7.70
VA,York,32801,30991,1810,5.50
VA,Alexandria city,99382,93425,5957,6.00
VA,Bristol city,7558,6988,570,7.50
VA,Buena Vista city,3200,3022,178,5.60
VA,Charlottesville city,25278,23641,1637,6.50
VA,Chesapeake city,123014,115546,7468,6.10
VA,Colonial Heights city,8382,7783,599,7.10
VA,Covington city,2414,2182,232,9.60
VA,Danville city,19244,17386,1858,9.70
VA,Emporia city,2347,2090,257,11.00
VA,Fairfax city,12696,11962,734,5.80
VA,Falls Church city,8264,7951,313,3.80
VA,Franklin city,3647,3343,304,8.30
VA,Fredericksburg city,14179,13175,1004,7.10
VA,Galax city,2884,2661,223,7.70
VA,Hampton city,64985,59493,5492,8.50
VA,Harrisonburg city,24374,22818,1556,6.40
VA,Hopewell city,9723,8676,1047,10.80
VA,Lexington city,2043,1902,141,6.90
VA,Lynchburg city,35861,33263,2598,7.20
VA,Manassas city,21506,20102,1404,6.50
VA,Manassas Park city,9716,9071,645,6.60
VA,Martinsville city,5649,5034,615,10.90
VA,Newport News city,89574,81831,7743,8.60
VA,Norfolk city,111753,102070,9683,8.70
VA,Norton city,1661,1539,122,7.30
VA,Petersburg city,13071,11221,1850,14.20
VA,Poquoson city,6241,5980,261,4.20
VA,Portsmouth city,44953,40715,4238,9.40
VA,Radford city,8546,8010,536,6.30
VA,Richmond city,120511,109953,10558,8.80
VA,Roanoke city,49330,45554,3776,7.70
VA,Salem city,12745,12010,735,5.80
VA,Staunton city,12253,11483,770,6.30
VA,Suffolk city,45344,42448,2896,6.40
VA,Virginia Beach city,230879,216547,14332,6.20
VA,Waynesboro city,10650,9949,701,6.60
VA,Williamsburg city,6831,6277,554,8.10
VA,Winchester city,14688,13818,870,5.90
WA,Adams,9267,8599,668,7.20
WA,Asotin,10331,9799,532,5.10
WA,Benton,105564,97191,8373,7.90
WA,Chelan,44686,41025,3661,8.20
WA,Clallam,28904,25951,2953,10.20
WA,Clark,243828,223280,20548,8.40
WA,Columbia,1786,1661,125,7.00
WA,Cowlitz,48928,44453,4475,9.10
WA,Douglas,21571,19783,1788,8.30
WA,Ferry,2432,2151,281,11.60
WA,Franklin,43838,40032,3806,8.70
WA,Garfield,815,746,69,8.50
WA,Grant,46989,42845,4144,8.80
WA,Grays Harbor,28733,25357,3376,11.70
WA,Island,36239,33268,2971,8.20
WA,Jefferson,12908,11686,1222,9.50
WA,King,1278594,1178362,100232,7.80
WA,Kitsap,128417,118545,9872,7.70
WA,Kittitas,22318,20321,1997,8.90
WA,Klickitat,9738,8941,797,8.20
WA,Lewis,34813,31557,3256,9.40
WA,Lincoln,4680,4367,313,6.70
WA,Mason,25435,22935,2500,9.80
WA,Okanogan,19464,17729,1735,8.90
WA,Pacific,8296,7385,911,11.00
WA,Pend Oreille,5175,4652,523,10.10
WA,Pierce,453641,410559,43082,9.50
WA,San Juan,8126,7467,659,8.10
WA,Skagit,63553,57472,6081,9.60
WA,Skamania,5457,4956,501,9.20
WA,Snohomish,438858,400158,38700,8.80
WA,Spokane,264531,242217,22314,8.40
WA,Stevens,19102,17374,1728,9.00
WA,Thurston,147482,135613,11869,8.00
WA,Wahkiakum,1394,1273,121,8.70
WA,Walla Walla,31044,28997,2047,6.60
WA,Whatcom,116973,106333,10640,9.10
WA,Whitman,22190,20921,1269,5.70
WA,Yakima,133379,120855,12524,9.40
WV,Barbour,7196,6611,585,8.10
WV,Berkeley,58110,54586,3524,6.10
WV,Boone,7361,6606,755,10.30
WV,Braxton,5195,4672,523,10.10
WV,Brooke,9752,8899,853,8.70
WV,Cabell,41429,38200,3229,7.80
WV,Calhoun,2491,2099,392,15.70
WV,Clay,3105,2723,382,12.30
WV,Doddridge,3901,3668,233,6.00
WV,Fayette,16014,14449,1565,9.80
WV,Gilmer,2294,2066,228,9.90
WV,Grant,5914,5539,375,6.30
WV,Greenbrier,15538,14316,1222,7.90
WV,Hampshire,10649,10076,573,5.40
WV,Hancock,12982,11712,1270,9.80
WV,Hardy,5746,5341,405,7.00
WV,Harrison,33700,31085,2615,7.80
WV,Jackson,12502,11444,1058,8.50
WV,Jefferson,29674,27945,1729,5.80
WV,Kanawha,82265,75166,7099,8.60
WV,Lewis,6201,5538,663,10.70
WV,Lincoln,7105,6404,701,9.90
WV,Logan,11063,9752,1311,11.90
WV,McDowell,4408,3869,539,12.20
WV,Marion,24922,22801,2121,8.50
WV,Marshall,13373,12071,1302,9.70
WV,Mason,10245,9397,848,8.30
WV,Mercer,20745,18854,1891,9.10
WV,Mineral,12071,11178,893,7.40
WV,Mingo,6722,5779,943,14.00
WV,Monongalia,54222,50857,3365,6.20
WV,Monroe,5994,5578,416,6.90
WV,Morgan,8241,7752,489,5.90
WV,Nicholas,9281,8328,953,10.30
WV,Ohio,20250,18585,1665,8.20
WV,Pendleton,3635,3460,175,4.80
WV,Pleasants,2677,2384,293,10.90
WV,Pocahontas,3797,3455,342,9.00
WV,Preston,15234,14140,1094,7.20
WV,Putnam,26841,24901,1940,7.20
WV,Raleigh,30123,27493,2630,8.70
WV,Randolph,12184,11091,1093,9.00
WV,Ritchie,4352,3996,356,8.20
WV,Roane,5085,4470,615,12.10
WV,Summers,4337,4007,330,7.60
WV,Taylor,7724,7167,557,7.20
WV,Tucker,3306,3036,270,8.20
WV,Tyler,3012,2697,315,10.50
WV,Upshur,9564,8671,893,9.30
WV,Wayne,15570,14287,1283,8.20
WV,Webster,3265,2965,300,9.20
WV,Wetzel,6497,5858,639,9.80
WV,Wirt,2232,1996,236,10.60
WV,Wood,36102,32991,3111,8.60
WV,Wyoming,6829,6164,665,9.70
WI,Adams,8138,7354,784,9.60
WI,Ashland,7700,7037,663,8.60
WI,Barron,24170,22692,1478,6.10
WI,Bayfield,7569,6871,698,9.20
WI,Brown,141840,133226,8614,6.10
WI,Buffalo,6419,5941,478,7.40
WI,Burnett,7270,6610,660,9.10
WI,Calumet,27404,26108,1296,4.70
WI,Chippewa,33248,31163,2085,6.30
WI,Clark,17630,16830,800,4.50
WI,Columbia,31532,29655,1877,6.00
WI,Crawford,7457,6907,550,7.40
WI,Dane,324532,308816,15716,4.80
WI,Dodge,47884,45349,2535,5.30
WI,Door,15125,14089,1036,6.80
WI,Douglas,23453,21315,2138,9.10
WI,Dunn,23890,22559,1331,5.60
WI,Eau Claire,59026,55713,3313,5.60
WI,Florence,2209,2032,177,8.00
WI,Fond du Lac,56385,53054,3331,5.90
WI,Forest,3934,3437,497,12.60
WI,Grant,27619,26171,1448,5.20
WI,Green,20491,19488,1003,4.90
WI,Green Lake,9328,8686,642,6.90
WI,Iowa,13568,12733,835,6.20
WI,Iron,2578,2285,293,11.40
WI,Jackson,10020,9085,935,9.30
WI,Jefferson,45622,43114,2508,5.50
WI,Juneau,13459,12485,974,7.20
WI,Kenosha,90015,83601,6414,7.10
WI,Kewaunee,10744,10247,497,4.60
WI,La Crosse,66060,62474,3586,5.40
WI,Lafayette,9924,9498,426,4.30
WI,Langlade,9402,8789,613,6.50
WI,Lincoln,14875,13990,885,5.90
WI,Manitowoc,40918,38371,2547,6.20
WI,Marathon,73260,69592,3668,5.00
WI,Marinette,19762,18215,1547,7.80
WI,Marquette,7758,7235,523,6.70
WI,Menominee,1666,1407,259,15.50
WI,Milwaukee,468910,429967,38943,8.30
WI,Monroe,23640,22318,1322,5.60
WI,Oconto,20670,19369,1301,6.30
WI,Oneida,18086,16774,1312,7.30
WI,Outagamie,104152,98393,5759,5.50
WI,Ozaukee,48975,46310,2665,5.40
WI,Pepin,4140,3897,243,5.90
WI,Pierce,25010,23256,1754,7.00
WI,Polk,24772,22992,1780,7.20
WI,Portage,37941,35883,2058,5.40
WI,Price,6289,5860,429,6.80
WI,Racine,98515,91314,7201,7.30
WI,Richland,9129,8661,468,5.10
WI,Rock,85964,79829,6135,7.10
WI,Rusk,6623,6181,442,6.70
WI,St. Croix,50854,47270,3584,7.00
WI,Sauk,34747,32125,2622,7.50
WI,Sawyer,8027,7393,634,7.90
WI,Shawano,20976,19627,1349,6.40
WI,Sheboygan,62077,58505,3572,5.80
WI,Taylor,11097,10555,542,4.90
WI,Trempealeau,15801,14690,1111,7.00
WI,Vernon,15096,14305,791,5.20
WI,Vilas,10419,9667,752,7.20
WI,Walworth,57061,53583,3478,6.10
WI,Washburn,7878,7334,544,6.90
WI,Washington,76822,72478,4344,5.70
WI,Waukesha,224176,211634,12542,5.60
WI,Waupaca,25800,24368,1432,5.60
WI,Waushara,11116,10404,712,6.40
WI,Winnebago,92380,87328,5052,5.50
WI,Wood,34855,32511,2344,6.70
WY,Albany,20572,19810,762,3.70
WY,Big Horn,5293,5028,265,5.00
WY,Campbell,23166,21591,1575,6.80
WY,Carbon,7925,7562,363,4.60
WY,Converse,8000,7528,472,5.90
WY,Crook,3841,3693,148,3.90
WY,Fremont,19017,17833,1184,6.20
WY,Goshen,6505,6225,280,4.30
WY,Hot Springs,2229,2119,110,4.90
WY,Johnson,4173,3944,229,5.50
WY,Laramie,50114,47565,2549,5.10
WY,Lincoln,9294,8831,463,5.00
WY,Natrona,40081,36982,3099,7.70
WY,Niobrara,1233,1188,45,3.60
WY,Park,15203,14385,818,5.40
WY,Platte,4580,4351,229,5.00
WY,Sheridan,16002,15210,792,4.90
WY,Sublette,4020,3730,290,7.20
WY,Sweetwater,20503,18998,1505,7.30
WY,Teton,15138,14251,887,5.90
WY,Uinta,9102,8532,570,6.30
WY,Washakie,3945,3739,206,5.20
WY,Weston,3789,3645,144,3.80
