,state,county,candidate,party,total_votes,won,lat,lng,population,density,ln_total_votes
6966,Maine,Atkinson,Donald Trump,REP,,True,,,,,
6967,Maine,Beaver Cove,Donald Trump,REP,,True,,,,,
6968,Maine,Bowerbank,Donald Trump,REP,,True,,,,,
6969,Maine,Brownville,Donald Trump,REP,,True,,,,,
6970,Maine,Dover-Foxcroft,Donald Trump,REP,,True,,,,,
6971,Maine,Greenville,Donald Trump,REP,,True,,,,,
6972,Maine,Guilford,Donald Trump,REP,,True,,,,,
6973,Maine,Kingsbury Plt.,Joe Biden,DEM,,True,,,,,
6974,Maine,Lake View Plt.,Donald Trump,REP,,True,,,,,
6975,Maine,Medford,Donald Trump,REP,,True,,,,,
6976,Maine,Milo,Donald Trump,REP,,True,,,,,
6977,Maine,Monson,Donald Trump,REP,,True,,,,,
6978,Maine,Parkman,Donald Trump,REP,,True,,,,,
6979,Maine,Sangerville,Donald Trump,REP,,True,,,,,
6980,Maine,Sebec,Donald Trump,REP,,True,,,,,
6981,Maine,Shirley,Donald Trump,REP,,True,,,,,
6982,Maine,Wellington,Donald Trump,REP,,True,,,,,
6983,Maine,Willimantic,Donald Trump,REP,,True,,,,,
6984,Maine,Arrowsic,Joe Biden,DEM,,True,,,,,
6985,Maine,Bath,Joe Biden,DEM,,True,,,,,
6986,Maine,Bowdoin,Donald Trump,REP,,True,,,,,
6987,Maine,Bowdoinham,Joe Biden,DEM,,True,,,,,
6988,Maine,Georgetown,Joe Biden,DEM,,True,,,,,
6989,Maine,Phippsburg,Joe Biden,DEM,,True,,,,,
6990,Maine,Richmond,Donald Trump,REP,,True,,,,,
6991,Maine,Topsham,Joe Biden,DEM,,True,,,,,
6992,Maine,West Bath,Joe Biden,DEM,,True,,,,,
6993,Maine,Woolwich,Donald Trump,REP,,True,,,,,
6994,Maine,Anson,Donald Trump,REP,,True,,,,,
6995,Maine,Athens,Donald Trump,REP,,True,,,,,
6996,Maine,Bingham,Donald Trump,REP,,True,,,,,
6997,Maine,Brighton Plt.,Donald Trump,REP,,True,,,,,
6998,Maine,Cambridge,Donald Trump,REP,,True,,,,,
6999,Maine,Canaan,Donald Trump,REP,,True,,,,,
7000,Maine,Caratunk,Donald Trump,REP,,True,,,,,
7001,Maine,Cornville,Donald Trump,REP,,True,,,,,
7002,Maine,Dennistown Plt.,Donald Trump,REP,,True,,,,,
7003,Maine,Detroit,Donald Trump,REP,,True,,,,,
7004,Maine,Embden,Donald Trump,REP,,True,,,,,
7005,Maine,Fairfield,Donald Trump,REP,,True,,,,,
7006,Maine,Harmony,Donald Trump,REP,,True,,,,,
7007,Maine,Hartland,Donald Trump,REP,,True,,,,,
7008,Maine,Highland Plt.,Donald Trump,REP,,True,,,,,
7009,Maine,Jackman,Donald Trump,REP,,True,,,,,
7010,Maine,Madison,Donald Trump,REP,,True,,,,,
7011,Maine,Mercer,Donald Trump,REP,,True,,,,,
7012,Maine,Moose River,Donald Trump,REP,,True,,,,,
7013,Maine,Moscow,Donald Trump,REP,,True,,,,,
7014,Maine,New Portland,Donald Trump,REP,,True,,,,,
7015,Maine,Norridgewock,Donald Trump,REP,,True,,,,,
7016,Maine,Palmyra,Donald Trump,REP,,True,,,,,
7017,Maine,Pittsfield,Donald Trump,REP,,True,,,,,
7018,Maine,Pleasant Ridge Plt.,Donald Trump,REP,,True,,,,,
7019,Maine,Ripley,Donald Trump,REP,,True,,,,,
7020,Maine,St. Albans,Donald Trump,REP,,True,,,,,
7021,Maine,Skowhegan,Donald Trump,REP,,True,,,,,
7022,Maine,Smithfield,Donald Trump,REP,,True,,,,,
7023,Maine,Solon,Donald Trump,REP,,True,,,,,
7024,Maine,Starks,Donald Trump,REP,,True,,,,,
7025,Maine,The Forks Plt.,Joe Biden,DEM,,True,,,,,
7026,Maine,West Forks Plt.,Donald Trump,REP,,True,,,,,
7027,Maine,Belfast,Joe Biden,DEM,,True,,,,,
7028,Maine,Belmont,Donald Trump,REP,,True,,,,,
7029,Maine,Brooks,Donald Trump,REP,,True,,,,,
7030,Maine,Burnham,Donald Trump,REP,,True,,,,,
7031,Maine,Frankfort,Donald Trump,REP,,True,,,,,
7032,Maine,Freedom,Donald Trump,REP,,True,,,,,
7033,Maine,Islesboro,Joe Biden,DEM,,True,,,,,
7034,Maine,Jackson,Donald Trump,REP,,True,,,,,
7035,Maine,Knox,Donald Trump,REP,,True,44.1274,-69.1369,7172.0,215.0,
7036,Maine,Liberty,Donald Trump,REP,,True,,,,,
7037,Maine,Lincolnville,Joe Biden,DEM,,True,,,,,
7038,Maine,Monroe,Joe Biden,DEM,,True,,,,,
7039,Maine,Montville,Joe Biden,DEM,,True,,,,,
7040,Maine,Morrill,Donald Trump,REP,,True,,,,,
7041,Maine,Northport,Joe Biden,DEM,,True,,,,,
7042,Maine,Palermo,Donald Trump,REP,,True,,,,,
7043,Maine,Prospect,Donald Trump,REP,,True,,,,,
7044,Maine,Searsmont,Donald Trump,REP,,True,,,,,
7045,Maine,Searsport,Joe Biden,DEM,,True,,,,,
7046,Maine,Stockton Springs,Joe Biden,DEM,,True,,,,,
7047,Maine,Swanville,Donald Trump,REP,,True,,,,,
7048,Maine,Thorndike,Joe Biden,DEM,,True,,,,,
7049,Maine,Troy,Donald Trump,REP,,True,,,,,
7050,Maine,Waldo,Donald Trump,REP,,True,44.4279,-69.0325,6710.0,76.0,
7051,Maine,Winterport,Donald Trump,REP,,True,,,,,
7052,Maine,Addison,Donald Trump,REP,,True,,,,,
7053,Maine,Alexander,Donald Trump,REP,,True,,,,,
7054,Maine,Baileyville,Donald Trump,REP,,True,,,,,
7055,Maine,Baring Plt.,Donald Trump,REP,,True,,,,,
7056,Maine,Beals,Donald Trump,REP,,True,,,,,
7057,Maine,Beddington,Donald Trump,REP,,True,,,,,
7058,Maine,Calais,Donald Trump,REP,,True,,,,,
7059,Maine,Charlotte,Donald Trump,REP,,True,,,,,
7060,Maine,Cherryfield,Donald Trump,REP,,True,,,,,
7061,Maine,Columbia,Donald Trump,REP,,True,,,,,
7062,Maine,Columbia Falls,Donald Trump,REP,,True,,,,,
7063,Maine,Cooper,Donald Trump,REP,,True,,,,,
7064,Maine,Crawford,Donald Trump,REP,,True,,,,,
7065,Maine,Cutler,Donald Trump,REP,,True,,,,,
7066,Maine,Danforth,Donald Trump,REP,,True,,,,,
7067,Maine,Deblois,Donald Trump,REP,,True,,,,,
7068,Maine,Dennysville,Donald Trump,REP,,True,,,,,
7069,Maine,East Machias,Donald Trump,REP,,True,,,,,
7070,Maine,Eastport,Joe Biden,DEM,,True,,,,,
7071,Maine,Grand Lake Stream Plt,Donald Trump,REP,,True,,,,,
7072,Maine,Harrington,Donald Trump,REP,,True,,,,,
7073,Maine,Jonesboro,Donald Trump,REP,,True,,,,,
7074,Maine,Jonesport,Donald Trump,REP,,True,,,,,
7075,Maine,Lubec,Joe Biden,DEM,,True,,,,,
7076,Maine,Machias,Donald Trump,REP,,True,,,,,
7077,Maine,Machiasport,Donald Trump,REP,,True,,,,,
7078,Maine,Marshfield,Donald Trump,REP,,True,,,,,
7079,Maine,Meddybemps,Donald Trump,REP,,True,,,,,
7080,Maine,Milbridge,Donald Trump,REP,,True,,,,,
7081,Maine,Northfield,Donald Trump,REP,,True,,,,,
7082,Maine,Pembroke,Donald Trump,REP,,True,,,,,
7083,Maine,Perry,Donald Trump,REP,,True,,,,,
7084,Maine,Princeton,Donald Trump,REP,,True,,,,,
7085,Maine,Robbinston,Donald Trump,REP,,True,,,,,
7086,Maine,Roque Bluffs,Joe Biden,DEM,,True,,,,,
7087,Maine,Steuben,Donald Trump,REP,,True,,,,,
7088,Maine,Talmadge,Donald Trump,REP,,True,,,,,
7089,Maine,Topsfield,Donald Trump,REP,,True,,,,,
7090,Maine,Vanceboro,Donald Trump,REP,,True,,,,,
7091,Maine,Waite,Donald Trump,REP,,True,,,,,
7092,Maine,Wesley,Donald Trump,REP,,True,,,,,
7093,Maine,Whiting,Donald Trump,REP,,True,,,,,
7094,Maine,Whitneyville,Donald Trump,REP,,True,,,,,
7095,Maine,Acton,Donald Trump,REP,,True,,,,,
7096,Maine,Alfred,Joe Biden,DEM,,True,,,,,
7097,Maine,Arundel,Joe Biden,DEM,,True,,,,,
7098,Maine,Berwick,Donald Trump,REP,,True,,,,,
7099,Maine,Biddeford,Joe Biden,DEM,,True,,,,,
7100,Maine,Buxton,Donald Trump,REP,,True,,,,,
7101,Maine,Cornish,Donald Trump,REP,,True,,,,,
7102,Maine,Dayton,Donald Trump,REP,,True,,,,,
7103,Maine,Eliot,Joe Biden,DEM,,True,,,,,
7104,Maine,Hollis,Donald Trump,REP,,True,,,,,
7105,Maine,Kennebunk,Joe Biden,DEM,,True,,,,,
7106,Maine,Kennebunkport,Joe Biden,DEM,,True,,,,,
7107,Maine,Kittery,Joe Biden,DEM,,True,,,,,
7108,Maine,Lebanon,Donald Trump,REP,,True,,,,,
7109,Maine,Limerick,Donald Trump,REP,,True,,,,,
7110,Maine,Limington,Donald Trump,REP,,True,,,,,
7111,Maine,Lyman,Donald Trump,REP,,True,,,,,
7112,Maine,Newfield,Donald Trump,REP,,True,,,,,
7113,Maine,North Berwick,Donald Trump,REP,,True,,,,,
7114,Maine,Ogunquit,Joe Biden,DEM,,True,,,,,
7115,Maine,Old Orchrd Bch,Joe Biden,DEM,,True,,,,,
7116,Maine,Parsonsfield,Donald Trump,REP,,True,,,,,
7117,Maine,Saco,Joe Biden,DEM,,True,,,,,
7118,Maine,Sanford,Joe Biden,DEM,,True,,,,,
7119,Maine,Shapleigh,Donald Trump,REP,,True,,,,,
7120,Maine,South Berwick,Joe Biden,DEM,,True,,,,,
7121,Maine,Waterboro,Donald Trump,REP,,True,,,,,
7122,Maine,Wells,Joe Biden,DEM,,True,,,,,
7123,Maine,York,Joe Biden,DEM,,True,43.4673,-70.4511,21502.0,275.0,
7135,Maryland,Allegany,Donald Trump,REP,,True,39.6515,-78.7584,19495.0,748.0,
7176,Maryland,Anne Arundel,Joe Biden,DEM,,True,39.156,-76.6071,69649.0,1553.0,
7208,Maryland,Baltimore,Joe Biden,DEM,,True,39.3051,-76.6144,2270087.0,2872.0,
7241,Maryland,Calvert,Donald Trump,REP,,True,38.3574,-76.4147,9579.0,856.0,
7255,Maryland,Caroline,Donald Trump,REP,,True,38.877,-75.8264,4488.0,328.0,
7268,Maryland,Carroll,Donald Trump,REP,,True,39.4041,-76.9528,70639.0,296.0,
7277,Maryland,Cecil,Donald Trump,REP,,True,39.6066,-75.8209,15653.0,680.0,
7285,Maryland,Charles,Joe Biden,DEM,,True,38.6085,-76.9194,120707.0,827.0,
7298,Maryland,Dorchester,Donald Trump,REP,,True,38.5515,-76.0787,12300.0,446.0,
7312,Maryland,Frederick,Joe Biden,DEM,,True,39.4337,-77.4141,158866.0,1158.0,
7339,Maryland,Garrett,Donald Trump,REP,,True,39.4165,-79.4022,2099.0,298.0,
7353,Maryland,Harford,Donald Trump,REP,,True,39.5022,-76.3113,222834.0,998.0,
7369,Maryland,Howard,Joe Biden,DEM,,True,39.2004,-76.859,105412.0,1274.0,
7379,Maryland,Kent,Joe Biden,DEM,,True,39.2182,-76.0714,5073.0,671.0,
7393,Maryland,Montgomery,Joe Biden,DEM,,True,39.1755,-77.2643,89529.0,2029.0,
7451,Maryland,Prince George's,Joe Biden,DEM,,True,38.9549,-76.7406,58158.0,1098.0,
7533,Maryland,Queen Anne's,Donald Trump,REP,,True,38.9745,-76.3184,8145.0,488.0,
7545,Maryland,St. Mary's,Donald Trump,REP,,True,38.2969,-76.4949,14730.0,442.0,
7556,Maryland,Somerset,Donald Trump,REP,,True,38.2054,-75.697,3525.0,815.0,
7567,Maryland,Talbot,Joe Biden,DEM,,True,38.776,-76.0701,16589.0,558.0,
7573,Maryland,Washington,Donald Trump,REP,,True,39.6401,-77.7217,194602.0,1270.0,
7629,Maryland,Wicomico,Donald Trump,REP,,True,38.3756,-75.5865,108982.0,920.0,
7648,Maryland,Worcester,Donald Trump,REP,,True,38.3851,-75.1487,12950.0,772.0,
7659,Maryland,Baltimore city,Joe Biden,DEM,,True,,,,,
7660,Massachusetts,Barnstable,Joe Biden,DEM,,True,41.6692,-70.2005,10598.0,588.0,
7691,Massachusetts,Bourne,Joe Biden,DEM,,True,,,,,
7692,Massachusetts,Brewster,Joe Biden,DEM,,True,,,,,
7693,Massachusetts,Chatham,Joe Biden,DEM,,True,,,,,
7694,Massachusetts,Dennis,Joe Biden,DEM,,True,,,,,
7695,Massachusetts,Eastham,Joe Biden,DEM,,True,,,,,
7696,Massachusetts,Falmouth,Joe Biden,DEM,,True,,,,,
7697,Massachusetts,Harwich,Joe Biden,DEM,,True,,,,,
7698,Massachusetts,Mashpee,Joe Biden,DEM,,True,,,,,
7699,Massachusetts,Orleans,Joe Biden,DEM,,True,,,,,
7700,Massachusetts,Provincetown,Joe Biden,DEM,,True,,,,,
7701,Massachusetts,Sandwich,Joe Biden,DEM,,True,,,,,
7702,Massachusetts,Truro,Joe Biden,DEM,,True,,,,,
7703,Massachusetts,Wellfleet,Joe Biden,DEM,,True,,,,,
7704,Massachusetts,Yarmouth,Joe Biden,DEM,,True,,,,,
7705,Massachusetts,Adams,Joe Biden,DEM,,True,,,,,
7706,Massachusetts,Alford,Joe Biden,DEM,,True,,,,,
7707,Massachusetts,Becket,Joe Biden,DEM,,True,,,,,
7708,Massachusetts,Cheshire,Joe Biden,DEM,,True,,,,,
7709,Massachusetts,Clarksburg,Joe Biden,DEM,,True,,,,,
7710,Massachusetts,Dalton,Joe Biden,DEM,,True,,,,,
7711,Massachusetts,Egremont,Joe Biden,DEM,,True,,,,,
7712,Massachusetts,Florida,Joe Biden,DEM,,True,,,,,
7713,Massachusetts,Great Barrington,Joe Biden,DEM,,True,,,,,
7714,Massachusetts,Hancock,Joe Biden,DEM,,True,,,,,
7715,Massachusetts,Hinsdale,Joe Biden,DEM,,True,,,,,
7716,Massachusetts,Lanesborough,Joe Biden,DEM,,True,,,,,
7717,Massachusetts,Lee,Joe Biden,DEM,,True,,,,,
7718,Massachusetts,Lenox,Joe Biden,DEM,,True,,,,,
7719,Massachusetts,Monterey,Joe Biden,DEM,,True,,,,,
7720,Massachusetts,Mount Washington,Joe Biden,DEM,,True,,,,,
7721,Massachusetts,New Ashford,Joe Biden,DEM,,True,,,,,
7722,Massachusetts,New Marlborough,Joe Biden,DEM,,True,,,,,
7723,Massachusetts,North Adams,Joe Biden,DEM,,True,,,,,
7724,Massachusetts,Otis,Joe Biden,DEM,,True,,,,,
7725,Massachusetts,Peru,Joe Biden,DEM,,True,,,,,
7726,Massachusetts,Pittsfield,Joe Biden,DEM,,True,,,,,
7727,Massachusetts,Richmond,Joe Biden,DEM,,True,,,,,
7728,Massachusetts,Sandisfield,Joe Biden,DEM,,True,,,,,
7729,Massachusetts,Savoy,Joe Biden,DEM,,True,,,,,
7730,Massachusetts,Sheffield,Joe Biden,DEM,,True,,,,,
7731,Massachusetts,Stockbridge,Joe Biden,DEM,,True,,,,,
7732,Massachusetts,Tyringham,Joe Biden,DEM,,True,,,,,
7733,Massachusetts,Washington,Joe Biden,DEM,,True,,,,,
7734,Massachusetts,West Stockbridge,Joe Biden,DEM,,True,,,,,
7735,Massachusetts,Williamstown,Joe Biden,DEM,,True,,,,,
7736,Massachusetts,Windsor,Joe Biden,DEM,,True,,,,,
7737,Massachusetts,Acushnet,Donald Trump,REP,,True,,,,,
7738,Massachusetts,Attleboro,Joe Biden,DEM,,True,,,,,
7739,Massachusetts,Berkley,Donald Trump,REP,,True,,,,,
7740,Massachusetts,Dartmouth,Joe Biden,DEM,,True,,,,,
7741,Massachusetts,Dighton,Donald Trump,REP,,True,,,,,
7742,Massachusetts,Easton,Joe Biden,DEM,,True,,,,,
7743,Massachusetts,Fairhaven,Joe Biden,DEM,,True,,,,,
7744,Massachusetts,Fall River,Joe Biden,DEM,,True,,,,,
7745,Massachusetts,Freetown,Donald Trump,REP,,True,,,,,
7746,Massachusetts,Mansfield,Joe Biden,DEM,,True,,,,,
7747,Massachusetts,New Bedford,Joe Biden,DEM,,True,,,,,
7748,Massachusetts,North Attleborough,Joe Biden,DEM,,True,,,,,
7749,Massachusetts,Norton,Joe Biden,DEM,,True,,,,,
7750,Massachusetts,Raynham,Joe Biden,DEM,,True,,,,,
7751,Massachusetts,Rehoboth,Donald Trump,REP,,True,,,,,
7752,Massachusetts,Seekonk,Joe Biden,DEM,,True,,,,,
7753,Massachusetts,Somerset,Joe Biden,DEM,,True,,,,,
7754,Massachusetts,Swansea,Donald Trump,REP,,True,,,,,
7755,Massachusetts,Taunton,Joe Biden,DEM,,True,,,,,
7756,Massachusetts,Westport,Joe Biden,DEM,,True,,,,,
7757,Massachusetts,Aquinnah,Joe Biden,DEM,,True,,,,,
7758,Massachusetts,Chilmark,Joe Biden,DEM,,True,,,,,
7759,Massachusetts,Edgartown,Joe Biden,DEM,,True,,,,,
7760,Massachusetts,Gosnold,Joe Biden,DEM,,True,,,,,
7761,Massachusetts,Oak Bluffs,Joe Biden,DEM,,True,,,,,
7762,Massachusetts,Tisbury,Joe Biden,DEM,,True,,,,,
7763,Massachusetts,West Tisbury,Joe Biden,DEM,,True,,,,,
7764,Massachusetts,Amesbury,Joe Biden,DEM,,True,,,,,
7765,Massachusetts,Andover,Joe Biden,DEM,,True,,,,,
7766,Massachusetts,Beverly,Joe Biden,DEM,,True,,,,,
7767,Massachusetts,Boxford,Joe Biden,DEM,,True,,,,,
7768,Massachusetts,Danvers,Joe Biden,DEM,,True,,,,,
7769,Massachusetts,Essex,Joe Biden,DEM,,True,42.4781,-70.9664,94201.0,3386.0,
7778,Massachusetts,Georgetown,Joe Biden,DEM,,True,,,,,
7779,Massachusetts,Gloucester,Joe Biden,DEM,,True,,,,,
7780,Massachusetts,Groveland,Joe Biden,DEM,,True,,,,,
7781,Massachusetts,Hamilton,Joe Biden,DEM,,True,,,,,
7782,Massachusetts,Haverhill,Joe Biden,DEM,,True,,,,,
7783,Massachusetts,Ipswich,Joe Biden,DEM,,True,,,,,
7784,Massachusetts,Lawrence,Joe Biden,DEM,,True,,,,,
7785,Massachusetts,Lynn,Joe Biden,DEM,,True,,,,,
7786,Massachusetts,Lynnfield,Joe Biden,DEM,,True,,,,,
7787,Massachusetts,Manchester,Joe Biden,DEM,,True,,,,,
7788,Massachusetts,Marblehead,Joe Biden,DEM,,True,,,,,
7789,Massachusetts,Merrimac,Joe Biden,DEM,,True,,,,,
7790,Massachusetts,Methuen,Joe Biden,DEM,,True,,,,,
7791,Massachusetts,Middleton,Donald Trump,REP,,True,,,,,
7792,Massachusetts,Nahant,Joe Biden,DEM,,True,,,,,
7793,Massachusetts,Newbury,Joe Biden,DEM,,True,,,,,
7794,Massachusetts,Newburyport,Joe Biden,DEM,,True,,,,,
7795,Massachusetts,North Andover,Joe Biden,DEM,,True,,,,,
7796,Massachusetts,Peabody,Joe Biden,DEM,,True,,,,,
7797,Massachusetts,Rockport,Joe Biden,DEM,,True,,,,,
7798,Massachusetts,Rowley,Joe Biden,DEM,,True,,,,,
7799,Massachusetts,Salem,Joe Biden,DEM,,True,,,,,
7800,Massachusetts,Salisbury,Joe Biden,DEM,,True,,,,,
7801,Massachusetts,Saugus,Joe Biden,DEM,,True,,,,,
7802,Massachusetts,Swampscott,Joe Biden,DEM,,True,,,,,
7803,Massachusetts,Topsfield,Joe Biden,DEM,,True,,,,,
7804,Massachusetts,Wenham,Joe Biden,DEM,,True,,,,,
7805,Massachusetts,West Newbury,Joe Biden,DEM,,True,,,,,
7806,Massachusetts,Ashfield,Joe Biden,DEM,,True,,,,,
7807,Massachusetts,Bernardston,Joe Biden,DEM,,True,,,,,
7808,Massachusetts,Buckland,Joe Biden,DEM,,True,,,,,
7809,Massachusetts,Charlemont,Joe Biden,DEM,,True,,,,,
7810,Massachusetts,Colrain,Joe Biden,DEM,,True,,,,,
7811,Massachusetts,Conway,Joe Biden,DEM,,True,,,,,
7812,Massachusetts,Deerfield,Joe Biden,DEM,,True,,,,,
7813,Massachusetts,Erving,Joe Biden,DEM,,True,,,,,
7814,Massachusetts,Gill,Joe Biden,DEM,,True,,,,,
7815,Massachusetts,Greenfield,Joe Biden,DEM,,True,,,,,
7816,Massachusetts,Hawley,Joe Biden,DEM,,True,,,,,
7817,Massachusetts,Heath,Joe Biden,DEM,,True,,,,,
7818,Massachusetts,Leverett,Joe Biden,DEM,,True,,,,,
7819,Massachusetts,Leyden,Joe Biden,DEM,,True,,,,,
7820,Massachusetts,Monroe,Donald Trump,REP,,True,,,,,
7821,Massachusetts,Montague,Joe Biden,DEM,,True,,,,,
7822,Massachusetts,New Salem,Joe Biden,DEM,,True,,,,,
7823,Massachusetts,Northfield,Joe Biden,DEM,,True,,,,,
7824,Massachusetts,Orange,Joe Biden,DEM,,True,,,,,
7825,Massachusetts,Rowe,Joe Biden,DEM,,True,,,,,
7826,Massachusetts,Shelburne,Joe Biden,DEM,,True,,,,,
7827,Massachusetts,Shutesbury,Joe Biden,DEM,,True,,,,,
7828,Massachusetts,Sunderland,Joe Biden,DEM,,True,,,,,
7829,Massachusetts,Warwick,Joe Biden,DEM,,True,,,,,
7830,Massachusetts,Wendell,Joe Biden,DEM,,True,,,,,
7831,Massachusetts,Whately,Joe Biden,DEM,,True,,,,,
7832,Massachusetts,Agawam,Donald Trump,REP,,True,,,,,
7833,Massachusetts,Blandford,Donald Trump,REP,,True,,,,,
7834,Massachusetts,Brimfield,Donald Trump,REP,,True,,,,,
7835,Massachusetts,Chester,Donald Trump,REP,,True,,,,,
7836,Massachusetts,Chicopee,Joe Biden,DEM,,True,,,,,
7837,Massachusetts,East Longmeadow,Joe Biden,DEM,,True,,,,,
7838,Massachusetts,Granville,Donald Trump,REP,,True,,,,,
7839,Massachusetts,Hampden,Donald Trump,REP,,True,42.1155,-72.5395,615728.0,1861.0,
7844,Massachusetts,Holland,Donald Trump,REP,,True,,,,,
7845,Massachusetts,Holyoke,Joe Biden,DEM,,True,,,,,
7846,Massachusetts,Longmeadow,Joe Biden,DEM,,True,,,,,
7847,Massachusetts,Ludlow,Donald Trump,REP,,True,,,,,
7848,Massachusetts,Monson,Donald Trump,REP,,True,,,,,
7849,Massachusetts,Montgomery,Donald Trump,REP,,True,,,,,
7850,Massachusetts,Palmer,Donald Trump,REP,,True,,,,,
7851,Massachusetts,Russell,Donald Trump,REP,,True,,,,,
7852,Massachusetts,Southwick,Donald Trump,REP,,True,,,,,
7853,Massachusetts,Springfield,Joe Biden,DEM,,True,,,,,
7854,Massachusetts,Tolland,Donald Trump,REP,,True,,,,,
7855,Massachusetts,Wales,Donald Trump,REP,,True,,,,,
7856,Massachusetts,Westfield,Joe Biden,DEM,,True,,,,,
7857,Massachusetts,West Springfield,Joe Biden,DEM,,True,,,,,
7858,Massachusetts,Wilbraham,Joe Biden,DEM,,True,,,,,
7859,Massachusetts,Amherst,Joe Biden,DEM,,True,,,,,
7860,Massachusetts,Belchertown,Joe Biden,DEM,,True,,,,,
7861,Massachusetts,Chesterfield,Joe Biden,DEM,,True,,,,,
7862,Massachusetts,Cummington,Joe Biden,DEM,,True,,,,,
7863,Massachusetts,Easthampton,Joe Biden,DEM,,True,,,,,
7864,Massachusetts,Goshen,Joe Biden,DEM,,True,,,,,
7865,Massachusetts,Granby,Joe Biden,DEM,,True,,,,,
7866,Massachusetts,Hadley,Joe Biden,DEM,,True,,,,,
7867,Massachusetts,Hatfield,Joe Biden,DEM,,True,,,,,
7868,Massachusetts,Huntington,Donald Trump,REP,,True,,,,,
7869,Massachusetts,Middlefield,Joe Biden,DEM,,True,,,,,
7870,Massachusetts,Northampton,Joe Biden,DEM,,True,,,,,
7871,Massachusetts,Pelham,Joe Biden,DEM,,True,,,,,
7872,Massachusetts,Plainfield,Joe Biden,DEM,,True,,,,,
7873,Massachusetts,Southampton,Joe Biden,DEM,,True,,,,,
7874,Massachusetts,South Hadley,Joe Biden,DEM,,True,,,,,
7875,Massachusetts,Ware,Donald Trump,REP,,True,,,,,
7876,Massachusetts,Westhampton,Joe Biden,DEM,,True,,,,,
7877,Massachusetts,Williamsburg,Joe Biden,DEM,,True,,,,,
7878,Massachusetts,Worthington,Joe Biden,DEM,,True,,,,,
7879,Massachusetts,Acton,Joe Biden,DEM,,True,,,,,
7880,Massachusetts,Arlington,Joe Biden,DEM,,True,,,,,
7881,Massachusetts,Ashby,Donald Trump,REP,,True,,,,,
7882,Massachusetts,Ashland,Joe Biden,DEM,,True,,,,,
7883,Massachusetts,Ayer,Joe Biden,DEM,,True,,,,,
7884,Massachusetts,Bedford,Joe Biden,DEM,,True,,,,,
7885,Massachusetts,Belmont,Joe Biden,DEM,,True,,,,,
7886,Massachusetts,Billerica,Joe Biden,DEM,,True,,,,,
7887,Massachusetts,Boxborough,Joe Biden,DEM,,True,,,,,
7888,Massachusetts,Burlington,Joe Biden,DEM,,True,,,,,
7889,Massachusetts,Cambridge,Joe Biden,DEM,,True,,,,,
7890,Massachusetts,Carlisle,Joe Biden,DEM,,True,,,,,
7891,Massachusetts,Chelmsford,Joe Biden,DEM,,True,,,,,
7892,Massachusetts,Concord,Joe Biden,DEM,,True,,,,,
7893,Massachusetts,Dracut,Donald Trump,REP,,True,,,,,
7894,Massachusetts,Dunstable,Joe Biden,DEM,,True,,,,,
7895,Massachusetts,Everett,Joe Biden,DEM,,True,,,,,
7896,Massachusetts,Framingham,Joe Biden,DEM,,True,,,,,
7897,Massachusetts,Groton,Joe Biden,DEM,,True,,,,,
7898,Massachusetts,Holliston,Joe Biden,DEM,,True,,,,,
7899,Massachusetts,Hopkinton,Joe Biden,DEM,,True,,,,,
7900,Massachusetts,Hudson,Joe Biden,DEM,,True,,,,,
7901,Massachusetts,Lexington,Joe Biden,DEM,,True,,,,,
7902,Massachusetts,Lincoln,Joe Biden,DEM,,True,,,,,
7903,Massachusetts,Littleton,Joe Biden,DEM,,True,,,,,
7904,Massachusetts,Lowell,Joe Biden,DEM,,True,,,,,
7905,Massachusetts,Malden,Joe Biden,DEM,,True,,,,,
7906,Massachusetts,Marlborough,Joe Biden,DEM,,True,,,,,
7907,Massachusetts,Maynard,Joe Biden,DEM,,True,,,,,
7908,Massachusetts,Medford,Joe Biden,DEM,,True,,,,,
7909,Massachusetts,Melrose,Joe Biden,DEM,,True,,,,,
7910,Massachusetts,Natick,Joe Biden,DEM,,True,,,,,
7911,Massachusetts,Newton,Joe Biden,DEM,,True,,,,,
7912,Massachusetts,North Reading,Joe Biden,DEM,,True,,,,,
7913,Massachusetts,Pepperell,Joe Biden,DEM,,True,,,,,
7914,Massachusetts,Reading,Joe Biden,DEM,,True,,,,,
7915,Massachusetts,Sherborn,Joe Biden,DEM,,True,,,,,
7916,Massachusetts,Shirley,Joe Biden,DEM,,True,,,,,
7917,Massachusetts,Somerville,Joe Biden,DEM,,True,,,,,
7918,Massachusetts,Stoneham,Joe Biden,DEM,,True,,,,,
7919,Massachusetts,Stow,Joe Biden,DEM,,True,,,,,
7920,Massachusetts,Sudbury,Joe Biden,DEM,,True,,,,,
7921,Massachusetts,Tewksbury,Joe Biden,DEM,,True,,,,,
7922,Massachusetts,Townsend,Joe Biden,DEM,,True,,,,,
7923,Massachusetts,Tyngsborough,Joe Biden,DEM,,True,,,,,
7924,Massachusetts,Wakefield,Joe Biden,DEM,,True,,,,,
7925,Massachusetts,Waltham,Joe Biden,DEM,,True,,,,,
7926,Massachusetts,Watertown,Joe Biden,DEM,,True,,,,,
7927,Massachusetts,Wayland,Joe Biden,DEM,,True,,,,,
7928,Massachusetts,Westford,Joe Biden,DEM,,True,,,,,
7929,Massachusetts,Weston,Joe Biden,DEM,,True,,,,,
